strain,phage,interaction
34KP-HG,A1l,0
HGV2_341,A1l,0
HGV2_370,A1l,0
HGV2_371,A1l,0
HGV2_379,A1l,0
HGV2_398,A1l,0
HGV2_400,A1l,0
HGV2_418,A1l,0
HGV2_429,A1l,0
HGV2_430,A1l,0
HGV2_431,A1l,0
52KP-HG,A1l,0
62KP-HG,A1l,0
Moliner_03,A1l,0
Moliner_08,A1l,0
Moliner_02,A1l,0
NTUH,A1l,0
Kpcas111,A1l,0
HGV2C_01,A1l,0
HGV2C_10,A1l,0
HGV2C_11,A1l,0
HGV2C_13,A1l,0
HGV2C_14,A1l,0
HGV2C_16,A1l,0
HGV2C_17,A1l,0
HGV2C_18,A1l,0
HGV2C_02,A1l,0
HGV2C_19,A1l,0
HGV2C_20,A1l,0
HGV2C_23,A1l,0
HGV2C_28,A1l,0
HGV2C_03,A1l,0
HGV2C_33,A1l,0
HGV2C_34,A1l,0
HGV2C_36_contigs,A1l,0
HGV2C_37,A1l,0
HGV2C_39,A1l,0
HGV2C_06,A1l,0
HGV2C_08,A1l,0
CU371,A1l,0
42KP-HG,A1l,0
HGV2C_21,A1l,0
Kpcas091,A1m,0
Kpcas042,A1m,0
Kpcas039,A1m,0
CU276,A1m,0
CU293,A1m,0
CU402,A1m,0
CU406,A1m,0
CU443,A1m,0
CU448,A1m,0
CU451,A1m,0
CU494,A1m,0
CU503,A1m,0
132,A1m,0
779,A1m,0
806,A1m,0
228,A1m,0
245,A1m,0
406,A1m,0
1210,A1m,1
1446,A1m,0
1468,A1m,0
1572,A1m,0
2164,A1m,0
HAV1_14,A1m,0
HAV1_13,A1m,0
HCV1_19,A1m,0
HCV1_21,A1m,0
HCV1_10,A1m,0
HCV1_42,A1m,0
HCV1_24,A1m,0
HCV1_26,A1m,0
HCV1_27,A1m,0
HCV1_35,A1m,0
HCV1_36,A1m,0
HCV1_33,A1m,0
KP_HGE01_045,A1m,0
KP_HGE01_024,A1m,0
KP_HGE01_025,A1m,0
KP_HGE01_042,A1m,0
KP_HGE01_017,A1m,0
KP_HGE01_039,A1m,0
KP_HGE01_044,A1m,0
KP_HGE01_040,A1m,0
KP_HGE01_029,A1m,0
KP_HGE01_014,A1m,0
KP_HGE01_003,A1m,0
KP_HGE01_004,A1m,0
KP_HGE01_005,A1m,0
HGUA4_08,A1m,0
KP_HGUA02_068,A1m,0
HGUA4_09,A1m,0
HGUA4_51,A1m,0
KP_HGUA02_064,A1m,0
KP_HGUA02_073,A1m,0
KP_HGUA03_124,A1m,0
KP_HGUA02_099,A1m,0
KP_HGUA02_066,A1m,0
KP_HGUA02_059,A1m,0
KP_HGUA02_074,A1m,0
KP_HGUA02_054,A1m,0
KP_HGUA02_051,A1m,0
KP_HGUA03_117,A1m,0
KP_HGUA02_055,A1m,0
KP_HGUA02_092,A1m,0
HGUA4_15,A1m,0
KP_HGUA03_108,A1m,0
KP_HGUA03_147,A1m,0
KP_HGUA02_071,A1m,0
KP_HGUA02_089,A1m,0
Kpcas027,A1m,0
Kpcas048,A1m,0
Kpcas083,A1m,0
Kpcas024,A1m,0
HGUC2_04,A1m,0
Kpcas054,A1m,0
HGUC2_09,A1m,0
HLF1_17,A1m,0
HLF1_40,A1m,0
HLF1_54,A1m,0
HLF1_68,A1m,0
102KP-HG,A1m,0
156KP-HG,A1m,0
159KP-HG,A1m,0
191KP-HG,A1m,0
201KP-HG,A1m,0
205KP-HG,A1m,0
218KP-HG,A1m,0
225KP-HG,A1m,0
234KP-HG,A1m,0
242KP-HG,A1m,0
255KP-HG,A1m,1
268KP-HG,A1m,0
48KP-HG,A1m,0
HGV2_297,A1m,0
33KP-HG,A1m,0
HGV2_332,A1m,0
34KP-HG,A1m,0
HGV2_341,A1m,0
HGV2_370,A1m,0
HGV2_371,A1m,0
HGV2_379,A1m,0
HGV2_398,A1m,0
HGV2_400,A1m,0
HGV2_418,A1m,0
HGV2_429,A1m,0
HGV2_430,A1m,0
HGV2_431,A1m,0
52KP-HG,A1m,0
62KP-HG,A1m,0
Moliner_03,A1m,0
Moliner_08,A1m,0
Moliner_02,A1m,0
NTUH,A1m,0
Kpcas111,A1m,0
HGV2C_01,A1m,0
HGV2C_10,A1m,0
HGV2C_11,A1m,0
HGV2C_13,A1m,0
HGV2C_14,A1m,0
HGV2C_16,A1m,0
HGV2C_17,A1m,0
HGV2C_18,A1m,0
HGV2C_02,A1m,0
HGV2C_19,A1m,0
HGV2C_20,A1m,0
HGV2C_23,A1m,0
HGV2C_28,A1m,0
HGV2C_03,A1m,0
HGV2C_33,A1m,0
HGV2C_34,A1m,0
HGV2C_36_contigs,A1m,0
HGV2C_37,A1m,0
HGV2C_39,A1m,0
HGV2C_06,A1m,0
HGV2C_08,A1m,0
CU371,A1m,0
42KP-HG,A1m,0
HGV2C_21,A1m,0
Kpcas091,A1n,0
Kpcas042,A1n,0
Kpcas039,A1n,0
CU276,A1n,0
CU293,A1n,0
CU402,A1n,0
CU406,A1n,0
CU443,A1n,0
CU448,A1n,0
CU451,A1n,0
CU494,A1n,0
CU503,A1n,0
132,A1n,0
779,A1n,0
806,A1n,0
228,A1n,0
245,A1n,0
406,A1n,0
1210,A1n,1
1446,A1n,0
1468,A1n,0
1572,A1n,0
2164,A1n,0
HAV1_14,A1n,0
HAV1_13,A1n,0
HCV1_19,A1n,0
HCV1_21,A1n,0
HCV1_10,A1n,0
HCV1_42,A1n,0
HCV1_24,A1n,0
HCV1_26,A1n,0
HCV1_27,A1n,0
HCV1_35,A1n,0
HCV1_36,A1n,0
HCV1_33,A1n,0
KP_HGE01_045,A1n,0
KP_HGE01_024,A1n,0
KP_HGE01_025,A1n,0
KP_HGE01_042,A1n,0
KP_HGE01_017,A1n,0
KP_HGE01_039,A1n,0
KP_HGE01_044,A1n,0
KP_HGE01_040,A1n,0
KP_HGE01_029,A1n,0
KP_HGE01_014,A1n,0
KP_HGE01_003,A1n,0
KP_HGE01_004,A1n,0
KP_HGE01_005,A1n,0
HGUA4_08,A1n,0
KP_HGUA02_068,A1n,0
HGUA4_09,A1n,0
HGUA4_51,A1n,0
KP_HGUA02_064,A1n,0
KP_HGUA02_073,A1n,0
KP_HGUA03_124,A1n,0
KP_HGUA02_099,A1n,0
KP_HGUA02_066,A1n,0
KP_HGUA02_059,A1n,0
KP_HGUA02_074,A1n,0
KP_HGUA02_054,A1n,0
KP_HGUA02_051,A1n,0
KP_HGUA03_117,A1n,0
KP_HGUA02_055,A1n,0
KP_HGUA02_092,A1n,0
HGUA4_15,A1n,0
KP_HGUA03_108,A1n,0
KP_HGUA03_147,A1n,0
KP_HGUA02_071,A1n,0
KP_HGUA02_089,A1n,0
Kpcas027,A1n,0
Kpcas048,A1n,0
Kpcas083,A1n,0
Kpcas024,A1n,0
HGUC2_04,A1n,0
Kpcas054,A1n,0
HGUC2_09,A1n,0
HLF1_17,A1n,0
HLF1_40,A1n,0
HLF1_54,A1n,0
HLF1_68,A1n,0
102KP-HG,A1n,0
156KP-HG,A1n,0
159KP-HG,A1n,0
191KP-HG,A1n,0
201KP-HG,A1n,0
205KP-HG,A1n,0
218KP-HG,A1n,0
225KP-HG,A1n,0
234KP-HG,A1n,0
242KP-HG,A1n,0
255KP-HG,A1n,1
268KP-HG,A1n,0
48KP-HG,A1n,0
HGV2_297,A1n,0
33KP-HG,A1n,0
HGV2_332,A1n,0
34KP-HG,A1n,0
HGV2_341,A1n,0
HGV2_370,A1n,0
HGV2_371,A1n,0
HGV2_379,A1n,0
HGV2_398,A1n,0
HGV2_400,A1n,0
HGV2_418,A1n,0
HGV2_429,A1n,0
HGV2_430,A1n,0
HGV2_431,A1n,0
52KP-HG,A1n,0
62KP-HG,A1n,0
Moliner_03,A1n,0
Moliner_08,A1n,0
Moliner_02,A1n,0
NTUH,A1n,0
Kpcas111,A1n,0
HGV2C_01,A1n,0
HGV2C_10,A1n,0
HGV2C_11,A1n,0
HGV2C_13,A1n,0
HGV2C_14,A1n,0
HGV2C_16,A1n,0
HGV2C_17,A1n,0
HGV2C_18,A1n,0
HGV2C_02,A1n,0
HGV2C_19,A1n,0
HGV2C_20,A1n,0
HGV2C_23,A1n,0
HGV2C_28,A1n,0
HGV2C_03,A1n,0
HGV2C_33,A1n,0
HGV2C_34,A1n,0
HGV2C_36_contigs,A1n,0
HGV2C_37,A1n,0
HGV2C_39,A1n,0
HGV2C_06,A1n,0
HGV2C_08,A1n,0
CU371,A1n,0
42KP-HG,A1n,0
HGV2C_21,A1n,0
Kpcas091,A1o,0
Kpcas042,A1o,0
Kpcas039,A1o,0
CU276,A1o,0
CU293,A1o,0
CU402,A1o,0
CU406,A1o,0
CU443,A1o,0
CU448,A1o,0
CU451,A1o,0
CU494,A1o,0
CU503,A1o,0
132,A1o,0
779,A1o,0
806,A1o,0
228,A1o,0
245,A1o,0
406,A1o,0
1210,A1o,1
1446,A1o,0
1468,A1o,0
1572,A1o,0
2164,A1o,0
HAV1_14,A1o,0
HAV1_13,A1o,0
HCV1_19,A1o,0
HCV1_21,A1o,0
HCV1_10,A1o,0
HCV1_42,A1o,0
HCV1_24,A1o,0
HCV1_26,A1o,0
HCV1_27,A1o,0
HCV1_35,A1o,0
HCV1_36,A1o,0
HCV1_33,A1o,0
KP_HGE01_045,A1o,0
KP_HGE01_024,A1o,0
KP_HGE01_025,A1o,0
KP_HGE01_042,A1o,0
KP_HGE01_017,A1o,0
KP_HGE01_039,A1o,0
KP_HGE01_044,A1o,0
KP_HGE01_040,A1o,0
KP_HGE01_029,A1o,0
KP_HGE01_014,A1o,0
KP_HGE01_003,A1o,0
KP_HGE01_004,A1o,0
KP_HGE01_005,A1o,0
HGUA4_08,A1o,0
KP_HGUA02_068,A1o,0
HGUA4_09,A1o,0
HGUA4_51,A1o,0
KP_HGUA02_064,A1o,0
KP_HGUA02_073,A1o,0
KP_HGUA03_124,A1o,0
KP_HGUA02_099,A1o,0
KP_HGUA02_066,A1o,0
KP_HGUA02_059,A1o,0
KP_HGUA02_074,A1o,0
KP_HGUA02_054,A1o,0
KP_HGUA02_051,A1o,0
KP_HGUA03_117,A1o,0
KP_HGUA02_055,A1o,0
KP_HGUA02_092,A1o,0
HGUA4_15,A1o,0
KP_HGUA03_108,A1o,0
KP_HGUA03_147,A1o,0
KP_HGUA02_071,A1o,0
KP_HGUA02_089,A1o,0
Kpcas027,A1o,0
Kpcas048,A1o,0
Kpcas083,A1o,0
Kpcas024,A1o,0
HGUC2_04,A1o,0
Kpcas054,A1o,0
HGUC2_09,A1o,0
HLF1_17,A1o,0
HLF1_40,A1o,0
HLF1_54,A1o,0
HLF1_68,A1o,0
102KP-HG,A1o,0
156KP-HG,A1o,0
159KP-HG,A1o,0
191KP-HG,A1o,0
201KP-HG,A1o,0
205KP-HG,A1o,0
218KP-HG,A1o,0
225KP-HG,A1o,0
234KP-HG,A1o,0
242KP-HG,A1o,0
255KP-HG,A1o,1
268KP-HG,A1o,0
48KP-HG,A1o,0
HGV2_297,A1o,0
33KP-HG,A1o,0
HGV2_332,A1o,0
34KP-HG,A1o,0
HGV2_341,A1o,0
HGV2_370,A1o,0
HGV2_371,A1o,0
HGV2_379,A1o,0
HGV2_398,A1o,0
HGV2_400,A1o,0
HGV2_418,A1o,0
HGV2_429,A1o,0
HGV2_430,A1o,0
HGV2_431,A1o,0
52KP-HG,A1o,0
62KP-HG,A1o,0
Moliner_03,A1o,0
Moliner_08,A1o,0
Moliner_02,A1o,0
NTUH,A1o,0
Kpcas111,A1o,0
HGV2C_01,A1o,0
HGV2C_10,A1o,0
HGV2C_11,A1o,0
HGV2C_13,A1o,0
HGV2C_14,A1o,0
HGV2C_16,A1o,0
HGV2C_17,A1o,0
HGV2C_18,A1o,0
HGV2C_02,A1o,0
HGV2C_19,A1o,0
HGV2C_20,A1o,0
HGV2C_23,A1o,0
HGV2C_28,A1o,0
HGV2C_03,A1o,0
HGV2C_33,A1o,0
HGV2C_34,A1o,0
HGV2C_36_contigs,A1o,0
HGV2C_37,A1o,0
HGV2C_39,A1o,0
HGV2C_06,A1o,0
HGV2C_08,A1o,0
CU371,A1o,0
42KP-HG,A1o,0
HGV2C_21,A1o,0
Kpcas091,A1p,0
Kpcas042,A1p,0
Kpcas039,A1p,0
CU276,A1p,0
CU293,A1p,0
CU402,A1p,0
CU406,A1p,0
CU443,A1p,0
CU448,A1p,0
CU451,A1p,0
CU494,A1p,0
CU503,A1p,0
132,A1p,0
779,A1p,0
806,A1p,0
228,A1p,0
245,A1p,0
406,A1p,0
1210,A1p,1
1446,A1p,0
1468,A1p,0
1572,A1p,0
2164,A1p,0
HAV1_14,A1p,0
HAV1_13,A1p,0
HCV1_19,A1p,0
HCV1_21,A1p,0
HCV1_10,A1p,0
HCV1_42,A1p,0
HCV1_24,A1p,0
HCV1_26,A1p,0
HCV1_27,A1p,0
HCV1_35,A1p,0
HCV1_36,A1p,0
HCV1_33,A1p,0
KP_HGE01_045,A1p,0
KP_HGE01_024,A1p,0
KP_HGE01_025,A1p,0
KP_HGE01_042,A1p,0
KP_HGE01_017,A1p,0
KP_HGE01_039,A1p,0
KP_HGE01_044,A1p,0
KP_HGE01_040,A1p,0
KP_HGE01_029,A1p,0
KP_HGE01_014,A1p,0
KP_HGE01_003,A1p,0
KP_HGE01_004,A1p,0
KP_HGE01_005,A1p,0
HGUA4_08,A1p,0
KP_HGUA02_068,A1p,0
HGUA4_09,A1p,0
HGUA4_51,A1p,0
KP_HGUA02_064,A1p,0
KP_HGUA02_073,A1p,0
KP_HGUA03_124,A1p,0
KP_HGUA02_099,A1p,0
KP_HGUA02_066,A1p,0
KP_HGUA02_059,A1p,0
KP_HGUA02_074,A1p,0
KP_HGUA02_054,A1p,0
KP_HGUA02_051,A1p,0
KP_HGUA03_117,A1p,0
KP_HGUA02_055,A1p,0
KP_HGUA02_092,A1p,0
HGUA4_15,A1p,0
KP_HGUA03_108,A1p,0
KP_HGUA03_147,A1p,0
KP_HGUA02_071,A1p,0
KP_HGUA02_089,A1p,0
Kpcas027,A1p,0
Kpcas048,A1p,0
Kpcas083,A1p,0
Kpcas024,A1p,0
HGUC2_04,A1p,0
Kpcas054,A1p,0
HGUC2_09,A1p,0
HLF1_17,A1p,0
HLF1_40,A1p,0
HLF1_54,A1p,0
HLF1_68,A1p,0
102KP-HG,A1p,0
156KP-HG,A1p,0
159KP-HG,A1p,0
191KP-HG,A1p,0
201KP-HG,A1p,0
205KP-HG,A1p,0
218KP-HG,A1p,0
225KP-HG,A1p,0
234KP-HG,A1p,0
242KP-HG,A1p,0
255KP-HG,A1p,1
268KP-HG,A1p,0
48KP-HG,A1p,0
HGV2_297,A1p,0
33KP-HG,A1p,0
HGV2_332,A1p,0
34KP-HG,A1p,0
HGV2_341,A1p,0
HGV2_370,A1p,0
HGV2_371,A1p,0
HGV2_379,A1p,0
HGV2_398,A1p,0
HGV2_400,A1p,0
HGV2_418,A1p,0
HGV2_429,A1p,0
HGV2_430,A1p,0
HGV2_431,A1p,0
52KP-HG,A1p,0
62KP-HG,A1p,0
Moliner_03,A1p,0
Moliner_08,A1p,0
Moliner_02,A1p,0
NTUH,A1p,0
Kpcas111,A1p,0
HGV2C_01,A1p,0
HGV2C_10,A1p,0
HGV2C_11,A1p,0
HGV2C_13,A1p,0
HGV2C_14,A1p,0
HGV2C_16,A1p,0
HGV2C_17,A1p,0
HGV2C_18,A1p,0
HGV2C_02,A1p,0
HGV2C_19,A1p,0
HGV2C_20,A1p,0
HGV2C_23,A1p,0
HGV2C_28,A1p,0
HGV2C_03,A1p,0
HGV2C_33,A1p,0
HGV2C_34,A1p,0
HGV2C_36_contigs,A1p,0
HGV2C_37,A1p,0
HGV2C_39,A1p,0
HGV2C_06,A1p,0
HGV2C_08,A1p,0
CU371,A1p,0
42KP-HG,A1p,0
HGV2C_21,A1p,0
Kpcas091,A1q,0
Kpcas042,A1q,0
Kpcas039,A1q,0
CU276,A1q,0
CU293,A1q,0
CU402,A1q,0
CU406,A1q,0
CU443,A1q,0
CU448,A1q,0
CU451,A1q,0
CU494,A1q,0
CU503,A1q,0
132,A1q,0
779,A1q,0
806,A1q,0
228,A1q,0
245,A1q,0
406,A1q,0
1210,A1q,1
1446,A1q,0
1468,A1q,0
1572,A1q,0
2164,A1q,0
HAV1_14,A1q,0
HAV1_13,A1q,0
HCV1_19,A1q,0
HCV1_21,A1q,0
HCV1_10,A1q,0
HCV1_42,A1q,0
HCV1_24,A1q,0
HCV1_26,A1q,0
HCV1_27,A1q,0
HCV1_35,A1q,0
HCV1_36,A1q,0
HCV1_33,A1q,0
KP_HGE01_045,A1q,0
KP_HGE01_024,A1q,0
KP_HGE01_025,A1q,0
KP_HGE01_042,A1q,0
KP_HGE01_017,A1q,0
KP_HGE01_039,A1q,0
KP_HGE01_044,A1q,0
KP_HGE01_040,A1q,0
KP_HGE01_029,A1q,0
KP_HGE01_014,A1q,0
KP_HGE01_003,A1q,0
KP_HGE01_004,A1q,0
KP_HGE01_005,A1q,0
HGUA4_08,A1q,0
KP_HGUA02_068,A1q,0
HGUA4_09,A1q,0
HGUA4_51,A1q,0
KP_HGUA02_064,A1q,0
KP_HGUA02_073,A1q,0
KP_HGUA03_124,A1q,0
KP_HGUA02_099,A1q,0
KP_HGUA02_066,A1q,0
KP_HGUA02_059,A1q,0
KP_HGUA02_074,A1q,0
KP_HGUA02_054,A1q,0
KP_HGUA02_051,A1q,0
KP_HGUA03_117,A1q,0
KP_HGUA02_055,A1q,0
KP_HGUA02_092,A1q,0
HGUA4_15,A1q,0
KP_HGUA03_108,A1q,0
KP_HGUA03_147,A1q,0
KP_HGUA02_071,A1q,0
KP_HGUA02_089,A1q,0
Kpcas027,A1q,0
Kpcas048,A1q,0
Kpcas083,A1q,0
Kpcas024,A1q,0
HGUC2_04,A1q,0
Kpcas054,A1q,0
HGUC2_09,A1q,0
HLF1_17,A1q,0
HLF1_40,A1q,0
HLF1_54,A1q,0
HLF1_68,A1q,0
102KP-HG,A1q,0
156KP-HG,A1q,0
159KP-HG,A1q,0
191KP-HG,A1q,0
201KP-HG,A1q,0
205KP-HG,A1q,0
218KP-HG,A1q,0
225KP-HG,A1q,0
234KP-HG,A1q,0
242KP-HG,A1q,0
255KP-HG,A1q,1
268KP-HG,A1q,0
48KP-HG,A1q,0
HGV2_297,A1q,0
33KP-HG,A1q,0
HGV2_332,A1q,0
34KP-HG,A1q,0
HGV2_341,A1q,0
HGV2_370,A1q,0
HGV2_371,A1q,0
HGV2_379,A1q,0
HGV2_398,A1q,0
HGV2_400,A1q,0
HGV2_418,A1q,0
HGV2_429,A1q,0
HGV2_430,A1q,0
HGV2_431,A1q,0
52KP-HG,A1q,0
62KP-HG,A1q,0
Moliner_03,A1q,0
Moliner_08,A1q,0
Moliner_02,A1q,0
NTUH,A1q,0
Kpcas111,A1q,0
HGV2C_01,A1q,0
HGV2C_10,A1q,0
HGV2C_11,A1q,0
HGV2C_13,A1q,0
HGV2C_14,A1q,0
HGV2C_16,A1q,0
HGV2C_17,A1q,0
HGV2C_18,A1q,0
HGV2C_02,A1q,0
HGV2C_19,A1q,0
HGV2C_20,A1q,0
HGV2C_23,A1q,0
HGV2C_28,A1q,0
HGV2C_03,A1q,0
HGV2C_33,A1q,0
HGV2C_34,A1q,0
HGV2C_36_contigs,A1q,0
HGV2C_37,A1q,0
HGV2C_39,A1q,0
HGV2C_06,A1q,0
HGV2C_08,A1q,0
CU371,A1q,0
42KP-HG,A1q,0
HGV2C_21,A1q,0
Kpcas091,A1r,0
Kpcas042,A1r,0
Kpcas039,A1r,0
CU276,A1r,0
CU293,A1r,0
CU402,A1r,0
CU406,A1r,0
CU443,A1r,0
CU448,A1r,0
CU451,A1r,0
CU494,A1r,0
CU503,A1r,0
132,A1r,0
779,A1r,0
806,A1r,0
228,A1r,0
245,A1r,0
406,A1r,0
1210,A1r,1
1446,A1r,0
1468,A1r,0
1572,A1r,0
2164,A1r,0
HAV1_14,A1r,0
HAV1_13,A1r,0
HCV1_19,A1r,0
HCV1_21,A1r,0
HCV1_10,A1r,0
HCV1_42,A1r,0
HCV1_24,A1r,0
HCV1_26,A1r,0
HCV1_27,A1r,0
HCV1_35,A1r,0
HCV1_36,A1r,0
HCV1_33,A1r,0
KP_HGE01_045,A1r,0
KP_HGE01_024,A1r,0
KP_HGE01_025,A1r,0
KP_HGE01_042,A1r,0
KP_HGE01_017,A1r,0
KP_HGE01_039,A1r,0
KP_HGE01_044,A1r,0
KP_HGE01_040,A1r,0
KP_HGE01_029,A1r,0
KP_HGE01_014,A1r,0
KP_HGE01_003,A1r,0
KP_HGE01_004,A1r,0
KP_HGE01_005,A1r,0
HGUA4_08,A1r,0
KP_HGUA02_068,A1r,0
HGUA4_09,A1r,0
HGUA4_51,A1r,0
KP_HGUA02_064,A1r,0
KP_HGUA02_073,A1r,0
KP_HGUA03_124,A1r,0
KP_HGUA02_099,A1r,0
KP_HGUA02_066,A1r,0
KP_HGUA02_059,A1r,0
KP_HGUA02_074,A1r,0
KP_HGUA02_054,A1r,0
KP_HGUA02_051,A1r,0
KP_HGUA03_117,A1r,0
KP_HGUA02_055,A1r,0
KP_HGUA02_092,A1r,0
HGUA4_15,A1r,0
KP_HGUA03_108,A1r,0
KP_HGUA03_147,A1r,0
KP_HGUA02_071,A1r,0
KP_HGUA02_089,A1r,0
Kpcas027,A1r,0
Kpcas048,A1r,0
Kpcas083,A1r,0
Kpcas024,A1r,0
HGUC2_04,A1r,0
Kpcas054,A1r,0
HGUC2_09,A1r,0
HLF1_17,A1r,0
HLF1_40,A1r,0
HLF1_54,A1r,0
HLF1_68,A1r,0
102KP-HG,A1r,0
156KP-HG,A1r,0
159KP-HG,A1r,0
191KP-HG,A1r,0
201KP-HG,A1r,0
205KP-HG,A1r,0
218KP-HG,A1r,0
225KP-HG,A1r,0
234KP-HG,A1r,0
242KP-HG,A1r,0
255KP-HG,A1r,1
268KP-HG,A1r,0
48KP-HG,A1r,0
HGV2_297,A1r,0
33KP-HG,A1r,0
HGV2_332,A1r,0
34KP-HG,A1r,0
HGV2_341,A1r,0
HGV2_370,A1r,0
HGV2_371,A1r,0
HGV2_379,A1r,0
HGV2_398,A1r,0
HGV2_400,A1r,0
HGV2_418,A1r,0
HGV2_429,A1r,0
HGV2_430,A1r,0
HGV2_431,A1r,0
52KP-HG,A1r,0
62KP-HG,A1r,0
Moliner_03,A1r,0
Moliner_08,A1r,0
Moliner_02,A1r,0
NTUH,A1r,0
Kpcas111,A1r,0
HGV2C_01,A1r,0
HGV2C_10,A1r,0
HGV2C_11,A1r,0
HGV2C_13,A1r,0
HGV2C_14,A1r,0
HGV2C_16,A1r,0
HGV2C_17,A1r,0
HGV2C_18,A1r,0
HGV2C_02,A1r,0
HGV2C_19,A1r,0
HGV2C_20,A1r,0
HGV2C_23,A1r,0
HGV2C_28,A1r,0
HGV2C_03,A1r,0
HGV2C_33,A1r,0
HGV2C_34,A1r,0
HGV2C_36_contigs,A1r,0
HGV2C_37,A1r,0
HGV2C_39,A1r,0
HGV2C_06,A1r,0
HGV2C_08,A1r,0
CU371,A1r,0
42KP-HG,A1r,0
HGV2C_21,A1r,0
Kpcas091,A2a_b,0
Kpcas042,A2a_b,0
Kpcas039,A2a_b,0
CU276,A2a_b,0
CU293,A2a_b,0
CU402,A2a_b,0
CU406,A2a_b,0
CU443,A2a_b,0
CU448,A2a_b,0
CU451,A2a_b,0
CU494,A2a_b,0
CU503,A2a_b,0
132,A2a_b,0
779,A2a_b,0
806,A2a_b,0
228,A2a_b,0
245,A2a_b,0
406,A2a_b,0
1210,A2a_b,0
1446,A2a_b,0
1468,A2a_b,0
1572,A2a_b,0
2164,A2a_b,0
HAV1_14,A2a_b,0
HAV1_13,A2a_b,0
HCV1_19,A2a_b,0
HCV1_21,A2a_b,0
HCV1_10,A2a_b,0
HCV1_42,A2a_b,0
HCV1_24,A2a_b,0
HCV1_26,A2a_b,0
HCV1_27,A2a_b,0
HCV1_35,A2a_b,0
HCV1_36,A2a_b,0
HCV1_33,A2a_b,0
KP_HGE01_045,A2a_b,0
KP_HGE01_024,A2a_b,0
KP_HGE01_025,A2a_b,0
KP_HGE01_042,A2a_b,0
KP_HGE01_017,A2a_b,0
KP_HGE01_039,A2a_b,0
KP_HGE01_044,A2a_b,0
KP_HGE01_040,A2a_b,0
KP_HGE01_029,A2a_b,0
KP_HGE01_014,A2a_b,0
KP_HGE01_003,A2a_b,0
KP_HGE01_004,A2a_b,0
KP_HGE01_005,A2a_b,0
HGUA4_08,A2a_b,0
KP_HGUA02_068,A2a_b,0
HGUA4_09,A2a_b,0
HGUA4_51,A2a_b,0
KP_HGUA02_064,A2a_b,0
KP_HGUA02_073,A2a_b,0
KP_HGUA03_124,A2a_b,0
KP_HGUA02_099,A2a_b,0
KP_HGUA02_066,A2a_b,0
KP_HGUA02_059,A2a_b,1
KP_HGUA02_074,A2a_b,0
KP_HGUA02_054,A2a_b,0
KP_HGUA02_051,A2a_b,0
KP_HGUA03_117,A2a_b,0
KP_HGUA02_055,A2a_b,0
KP_HGUA02_092,A2a_b,0
HGUA4_15,A2a_b,0
KP_HGUA03_108,A2a_b,0
KP_HGUA03_147,A2a_b,0
KP_HGUA02_071,A2a_b,0
KP_HGUA02_089,A2a_b,0
Kpcas027,A2a_b,0
Kpcas048,A2a_b,0
Kpcas083,A2a_b,0
Kpcas024,A2a_b,0
HGUC2_04,A2a_b,0
Kpcas054,A2a_b,0
HGUC2_09,A2a_b,0
HLF1_17,A2a_b,0
HLF1_40,A2a_b,0
HLF1_54,A2a_b,0
HLF1_68,A2a_b,0
102KP-HG,A2a_b,0
156KP-HG,A2a_b,0
159KP-HG,A2a_b,0
191KP-HG,A2a_b,0
201KP-HG,A2a_b,0
205KP-HG,A2a_b,0
218KP-HG,A2a_b,0
225KP-HG,A2a_b,0
234KP-HG,A2a_b,0
242KP-HG,A2a_b,0
255KP-HG,A2a_b,0
268KP-HG,A2a_b,0
48KP-HG,A2a_b,0
HGV2_297,A2a_b,0
33KP-HG,A2a_b,0
HGV2_332,A2a_b,0
34KP-HG,A2a_b,0
HGV2_341,A2a_b,0
HGV2_370,A2a_b,0
HGV2_371,A2a_b,0
HGV2_379,A2a_b,0
HGV2_398,A2a_b,0
HGV2_400,A2a_b,0
HGV2_418,A2a_b,0
HGV2_429,A2a_b,0
HGV2_430,A2a_b,0
HGV2_431,A2a_b,0
52KP-HG,A2a_b,0
62KP-HG,A2a_b,0
Moliner_03,A2a_b,0
Moliner_08,A2a_b,0
Moliner_02,A2a_b,0
NTUH,A2a_b,0
Kpcas111,A2a_b,0
HGV2C_01,A2a_b,0
HGV2C_10,A2a_b,0
HGV2C_11,A2a_b,0
HGV2C_13,A2a_b,0
HGV2C_14,A2a_b,0
HGV2C_16,A2a_b,0
HGV2C_17,A2a_b,0
HGV2C_18,A2a_b,0
HGV2C_02,A2a_b,0
HGV2C_19,A2a_b,0
HGV2C_20,A2a_b,0
HGV2C_23,A2a_b,0
HGV2C_28,A2a_b,0
HGV2C_03,A2a_b,0
HGV2C_33,A2a_b,0
HGV2C_34,A2a_b,0
HGV2C_36_contigs,A2a_b,0
HGV2C_37,A2a_b,0
HGV2C_39,A2a_b,0
HGV2C_06,A2a_b,0
HGV2C_08,A2a_b,0
CU371,A2a_b,0
42KP-HG,A2a_b,0
HGV2C_21,A2a_b,0
Kpcas091,A2a,0
Kpcas042,A2a,0
Kpcas039,A2a,0
CU276,A2a,0
CU293,A2a,0
CU402,A2a,0
CU406,A2a,0
CU443,A2a,0
CU448,A2a,0
CU451,A2a,0
CU494,A2a,0
CU503,A2a,0
132,A2a,0
779,A2a,0
806,A2a,0
228,A2a,0
245,A2a,0
406,A2a,0
1210,A2a,0
